CNN,STREET,ST_TYPE,NHOOD,CNNTEXT,shape
9171201.0,MISSION,ST,Mission Terrace,9171201,"LINESTRING (-122.43713 37.72157, -122.437195 37.721546, -122.43745 37.72122, -122.43745 37.721157)"
9171101.0,MISSION,ST,Excelsior,9171101,"LINESTRING (-122.43713 37.72157, -122.43714 37.721516, -122.437386 37.72119, -122.43745 37.721157)"
9170000.0,MISSION,ST,Mission Terrace,9170000,"LINESTRING (-122.436455 37.72246, -122.43713 37.72157)"
9169000.0,MISSION,ST,Mission Terrace,9169000,"LINESTRING (-122.43603 37.723038, -122.436455 37.72246)"
9167000.0,MISSION,ST,Mission Terrace,9167000,"LINESTRING (-122.43537 37.723904, -122.43597 37.723125)"
9166000.0,MISSION,ST,Mission Terrace,9166000,"LINESTRING (-122.4353 37.724, -122.43537 37.723904)"
9165000.0,MISSION,ST,Mission Terrace,9165000,"LINESTRING (-122.43486 37.724583, -122.4353 37.724)"
9163000.0,MISSION,ST,Mission Terrace,9163000,"LINESTRING (-122.43441 37.72517, -122.434784 37.724678)"
9162000.0,MISSION,ST,Mission Terrace,9162000,"LINESTRING (-122.43397 37.725758, -122.43441 37.72517)"
9160000.0,MISSION,ST,Mission Terrace,9160000,"LINESTRING (-122.43334 37.72658, -122.43361 37.72623)"
9159000.0,MISSION,ST,Mission Terrace,9159000,"LINESTRING (-122.4329 37.727173, -122.43334 37.72658)"
9197000.0,MISSION,ST,Outer Mission,9197000,"LINESTRING (-122.45265 37.7088, -122.45427 37.708252)"
9083000.0,MISSION,ST,South Beach,9083000,"LINESTRING (-122.393166 37.793224, -122.39404 37.792534)"
9148101.0,MISSION,ST,Bernal Heights South,9148101,"LINESTRING (-122.42578 37.734272, -122.42577 37.73423, -122.42604 37.733963, -122.4261 37.733948)"
9146000.0,MISSION,ST,Bernal Heights South,9146000,"LINESTRING (-122.42445 37.736057, -122.42469 37.735367)"
9145000.0,MISSION,ST,Bernal Heights South,9145000,"LINESTRING (-122.424225 37.736732, -122.42445 37.736057)"
9144000.0,MISSION,ST,Bernal Heights South,9144000,"LINESTRING (-122.42403 37.7374, -122.42405 37.737236, -122.424225 37.736732)"
9143000.0,MISSION,ST,Bernal Heights South,9143000,"LINESTRING (-122.423935 37.73884, -122.42403 37.7374)"
9142000.0,MISSION,ST,Bernal Heights South,9142000,"LINESTRING (-122.42357 37.73988, -122.423775 37.739555, -122.42391 37.739235, -122.423935 37.73884)"
9140000.0,MISSION,ST,Bernal Heights South,9140000,"LINESTRING (-122.42283 37.741024, -122.42308 37.74064)"
9139000.0,MISSION,ST,Bernal Heights North,9139000,"LINESTRING (-122.422356 37.741756, -122.42283 37.741024)"
9138000.0,MISSION,ST,Bernal Heights North,9138000,"LINESTRING (-122.42207 37.74219, -122.422356 37.741756)"
9137000.0,MISSION,ST,Bernal Heights North,9137000,"LINESTRING (-122.42196 37.74237, -122.42207 37.74219)"
9136000.0,MISSION,ST,Bernal Heights North,9136000,"LINESTRING (-122.42167 37.742817, -122.42196 37.74237)"
9135000.0,MISSION,ST,Bernal Heights North,9135000,"LINESTRING (-122.42147 37.74312, -122.42167 37.742817)"
9133000.0,MISSION,ST,Bernal Heights North,9133000,"LINESTRING (-122.420006 37.745384, -122.42088 37.744034)"
9132000.0,MISSION,ST,Bernal Heights North,9132000,"LINESTRING (-122.419876 37.74559, -122.420006 37.745384)"
9131000.0,MISSION,ST,Bernal Heights North,9131000,"LINESTRING (-122.419495 37.746178, -122.419876 37.74559)"
9130000.0,MISSION,ST,Bernal Heights North,9130000,"LINESTRING (-122.419106 37.74677, -122.419495 37.746178)"
9129000.0,MISSION,ST,Bernal Heights North,9129000,"LINESTRING (-122.418205 37.74816, -122.419106 37.74677)"
9127000.0,MISSION,ST,Inner Mission,9127000,"LINESTRING (-122.418274 37.750633, -122.41812 37.749035)"
9126000.0,MISSION,ST,Inner Mission,9126000,"LINESTRING (-122.418434 37.752235, -122.418274 37.750633)"
9125000.0,MISSION,ST,Inner Mission,9125000,"LINESTRING (-122.41858 37.75383, -122.418434 37.752235)"
9124000.0,MISSION,ST,Inner Mission,9124000,"LINESTRING (-122.41873 37.755432, -122.41858 37.75383)"
9123000.0,MISSION,ST,Inner Mission,9123000,"LINESTRING (-122.418884 37.75703, -122.41873 37.755432)"
9196000.0,MISSION,ST,Outer Mission,9196000,"LINESTRING (-122.45087 37.709408, -122.45265 37.7088)"
9195000.0,MISSION,ST,Outer Mission,9195000,"LINESTRING (-122.450485 37.709538, -122.45087 37.709408)"
9765000.0,OAK,ST,Haight Ashbury,9765000,"LINESTRING (-122.44401 37.77229, -122.4457 37.772076)"
9750000.0,OAK,ST,Van Ness - Civic Center,9750000,"LINESTRING (-122.41938 37.775417, -122.420784 37.775246, -122.420944 37.775227)"
9770000.0,OAK,ST,Haight Ashbury,9770000,"LINESTRING (-122.45223 37.771225, -122.453766 37.771015, -122.45389 37.77105)"
9769000.0,OAK,ST,Haight Ashbury,9769000,"LINESTRING (-122.450584 37.771454, -122.45186 37.771294, -122.45223 37.771225)"
9767000.0,OAK,ST,Haight Ashbury,9767000,"LINESTRING (-122.447296 37.771873, -122.448944 37.771664)"
9766000.0,OAK,ST,Haight Ashbury,9766000,"LINESTRING (-122.4457 37.772076, -122.447296 37.771873)"
9758000.0,OAK,ST,Hayes Valley,9758000,"LINESTRING (-122.43246 37.77375, -122.4341 37.773544)"
9751000.0,OAK,ST,Van Ness - Civic Center,9751000,"LINESTRING (-122.420944 37.775227, -122.42108 37.775215, -122.422585 37.775017)"
9757000.0,OAK,ST,Hayes Valley,9757000,"LINESTRING (-122.43081 37.773968, -122.432335 37.773773, -122.43246 37.77375)"
9763000.0,OAK,ST,Haight Ashbury,9763000,"LINESTRING (-122.44072 37.77271, -122.44237 37.7725)"
9768000.0,OAK,ST,Haight Ashbury,9768000,"LINESTRING (-122.448944 37.771664, -122.450584 37.771454)"
9764000.0,OAK,ST,Haight Ashbury,9764000,"LINESTRING (-122.44237 37.7725, -122.44401 37.77229)"
9762000.0,OAK,ST,Haight Ashbury,9762000,"LINESTRING (-122.43907 37.77292, -122.44072 37.77271)"
9761000.0,OAK,ST,Haight Ashbury,9761000,"LINESTRING (-122.43741 37.77313, -122.43907 37.77292)"
9760000.0,OAK,ST,Hayes Valley,9760000,"LINESTRING (-122.43574 37.773342, -122.43741 37.77313)"
9759000.0,OAK,ST,Hayes Valley,9759000,"LINESTRING (-122.4341 37.773544, -122.43574 37.773342)"
9756000.0,OAK,ST,Hayes Valley,9756000,"LINESTRING (-122.42917 37.774178, -122.43081 37.773968)"
9755000.0,OAK,ST,Hayes Valley,9755000,"LINESTRING (-122.427536 37.774384, -122.42917 37.774178)"
9754000.0,OAK,ST,Hayes Valley,9754000,"LINESTRING (-122.42587 37.774593, -122.427536 37.774384)"
9753000.0,OAK,ST,Hayes Valley,9753000,"LINESTRING (-122.424126 37.77482, -122.42587 37.774593)"
9752000.0,OAK,ST,Hayes Valley,9752000,"LINESTRING (-122.422585 37.775017, -122.424126 37.77482)"
10485000.0,PINE,ST,Lower Pacfic Heights,10485000,"LINESTRING (-122.432816 37.788048, -122.43363 37.787945)"
10484000.0,PINE,ST,Lower Pacfic Heights,10484000,"LINESTRING (-122.43199 37.788155, -122.432816 37.788048)"
10488000.0,PINE,ST,Lower Pacfic Heights,10488000,"LINESTRING (-122.43692 37.78753, -122.43857 37.78732)"
10466000.0,PINE,ST,Downtown - Tenderloin,10466000,"LINESTRING (-122.40731 37.791294, -122.40805 37.7912)"
10472000.0,PINE,ST,Downtown - Tenderloin,10472000,"LINESTRING (-122.4139 37.79046, -122.41428 37.79041)"
10478000.0,PINE,ST,Van Ness - Civic Center,10478000,"LINESTRING (-122.42212 37.789406, -122.42377 37.7892)"
10490000.0,PINE,ST,Lower Pacfic Heights,10490000,"LINESTRING (-122.44024 37.78711, -122.4419 37.786896)"
10492000.0,PINE,ST,Lower Pacfic Heights,10492000,"LINESTRING (-122.44355 37.786686, -122.4452 37.786476)"
10461000.0,PINE,ST,Financial District North,10461000,"LINESTRING (-122.403854 37.79173, -122.404205 37.791687)"
10462000.0,PINE,ST,Financial District North,10462000,"LINESTRING (-122.404205 37.791687, -122.40451 37.79165)"
10460000.0,PINE,ST,Financial District North,10460000,"LINESTRING (-122.40256 37.791893, -122.403854 37.79173)"
10487000.0,PINE,ST,Lower Pacfic Heights,10487000,"LINESTRING (-122.43528 37.787735, -122.43692 37.78753)"
10475000.0,PINE,ST,Downtown - Tenderloin,10475000,"LINESTRING (-122.41719 37.79004, -122.41883 37.789825)"
10489000.0,PINE,ST,Lower Pacfic Heights,10489000,"LINESTRING (-122.43857 37.78732, -122.44024 37.78711)"
10491000.0,PINE,ST,Lower Pacfic Heights,10491000,"LINESTRING (-122.4419 37.786896, -122.44355 37.786686)"
10463000.0,PINE,ST,Financial District North,10463000,"LINESTRING (-122.40451 37.79165, -122.405426 37.79153)"
10493000.0,PINE,ST,Lower Pacfic Heights,10493000,"LINESTRING (-122.4452 37.786476, -122.446594 37.786297)"
10486000.0,PINE,ST,Lower Pacfic Heights,10486000,"LINESTRING (-122.43363 37.787945, -122.43528 37.787735)"
10483000.0,PINE,ST,Lower Pacfic Heights,10483000,"LINESTRING (-122.43034 37.788364, -122.43199 37.788155)"
10482000.0,PINE,ST,Lower Pacfic Heights,10482000,"LINESTRING (-122.428696 37.78857, -122.43034 37.788364)"
10481000.0,PINE,ST,Lower Pacfic Heights,10481000,"LINESTRING (-122.42705 37.78878, -122.428696 37.78857)"
10480000.0,PINE,ST,Lower Pacfic Heights,10480000,"LINESTRING (-122.42541 37.78899, -122.42705 37.78878)"
10479000.0,PINE,ST,Van Ness - Civic Center,10479000,"LINESTRING (-122.42377 37.7892, -122.42541 37.78899)"
10477000.0,PINE,ST,Van Ness - Civic Center,10477000,"LINESTRING (-122.42048 37.789616, -122.42212 37.789406)"
10476000.0,PINE,ST,Downtown - Tenderloin,10476000,"LINESTRING (-122.41883 37.789825, -122.42048 37.789616)"
10474000.0,PINE,ST,Downtown - Tenderloin,10474000,"LINESTRING (-122.41554 37.79025, -122.41719 37.79004)"
10473000.0,PINE,ST,Downtown - Tenderloin,10473000,"LINESTRING (-122.41428 37.79041, -122.41554 37.79025)"
10471000.0,PINE,ST,Downtown - Tenderloin,10471000,"LINESTRING (-122.412254 37.79067, -122.4139 37.79046)"
10470000.0,PINE,ST,Downtown - Tenderloin,10470000,"LINESTRING (-122.41099 37.79083, -122.412254 37.79067)"
10469000.0,PINE,ST,Downtown - Tenderloin,10469000,"LINESTRING (-122.41061 37.790874, -122.41099 37.79083)"
10468000.0,PINE,ST,Downtown - Tenderloin,10468000,"LINESTRING (-122.408966 37.791084, -122.41061 37.790874)"
10467000.0,PINE,ST,Downtown - Tenderloin,10467000,"LINESTRING (-122.40805 37.7912, -122.408966 37.791084)"
10465000.0,PINE,ST,Financial District North,10465000,"LINESTRING (-122.40573 37.791492, -122.40731 37.791294)"
10464000.0,PINE,ST,Financial District North,10464000,"LINESTRING (-122.405426 37.79153, -122.40573 37.791492)"
13173101.0,VAN NESS,AVE,Marina,13173101,"LINESTRING (-122.425095 37.804142, -122.42522 37.804222, -122.42537 37.804966, -122.425285 37.805073)"
13173201.0,VAN NESS,AVE,Russian Hill,13173201,"LINESTRING (-122.425095 37.804142, -122.42501 37.80425, -122.42516 37.804993, -122.425285 37.805073)"
13174201.0,VAN NESS,AVE,Marina,13174201,"LINESTRING (-122.425285 37.805073, -122.4252 37.80518, -122.425354 37.805927, -122.42546 37.805954)"
13143101.0,VAN NESS,AVE,Van Ness - Civic Center,13143101,"LINESTRING (-122.41924 37.775143, -122.41934 37.77523, -122.41938 37.775417)"
13143102.0,VAN NESS,AVE,Van Ness - Civic Center,13143102,"LINESTRING (-122.41938 37.775417, -122.41948 37.77589)"
13143103.0,VAN NESS,AVE,Van Ness - Civic Center,13143103,"LINESTRING (-122.41948 37.77589, -122.41955 37.776257, -122.419495 37.776363)"
13143201.0,VAN NESS,AVE,Van Ness - Civic Center,13143201,"LINESTRING (-122.41924 37.775143, -122.41919 37.77528, -122.419395 37.776276, -122.419495 37.776363)"
13144201.0,VAN NESS,AVE,Van Ness - Civic Center,13144201,"LINESTRING (-122.419495 37.776363, -122.41943 37.77647, -122.419586 37.777206, -122.41968 37.777294)"
13145101.0,VAN NESS,AVE,Van Ness - Civic Center,13145101,"LINESTRING (-122.41968 37.777294, -122.41978 37.77738, -122.41992 37.778114, -122.41987 37.778248)"
13145201.0,VAN NESS,AVE,Van Ness - Civic Center,13145201,"LINESTRING (-122.41968 37.777294, -122.419624 37.7774, -122.4197 37.777763)"
13145202.0,VAN NESS,AVE,Van Ness - Civic Center,13145202,"LINESTRING (-122.4197 37.777763, -122.41978 37.77814, -122.41987 37.778248)"
13146101.0,VAN NESS,AVE,Van Ness - Civic Center,13146101,"LINESTRING (-122.41987 37.778248, -122.41995 37.77831, -122.420296 37.77991, -122.420235 37.78007)"
13146201.0,VAN NESS,AVE,Van Ness - Civic Center,13146201,"LINESTRING (-122.41987 37.778248, -122.4198 37.77834, -122.42012 37.77993, -122.420235 37.78007)"
13147202.0,VAN NESS,AVE,Van Ness - Civic Center,13147202,"LINESTRING (-122.42024 37.78057, -122.42033 37.780926, -122.420425 37.781025)"
13156101.0,VAN NESS,AVE,Van Ness - Civic Center,13156101,"LINESTRING (-122.421936 37.788486, -122.42206 37.788567, -122.422134 37.788937)"
13148201.0,VAN NESS,AVE,Van Ness - Civic Center,13148201,"LINESTRING (-122.420425 37.781025, -122.420364 37.781136, -122.42044 37.781506)"
13148202.0,VAN NESS,AVE,Van Ness - Civic Center,13148202,"LINESTRING (-122.42044 37.781506, -122.42051 37.78187, -122.42062 37.781956)"
13149102.0,VAN NESS,AVE,Van Ness - Civic Center,13149102,"LINESTRING (-122.4208 37.782413, -122.42087 37.782772, -122.42081 37.78289)"
13149201.0,VAN NESS,AVE,Van Ness - Civic Center,13149201,"LINESTRING (-122.42062 37.781956, -122.420555 37.782066, -122.4207 37.782787, -122.42081 37.78289)"
13150101.0,VAN NESS,AVE,Van Ness - Civic Center,13150101,"LINESTRING (-122.42081 37.78289, -122.42089 37.78297, -122.42097 37.783348)"
13150102.0,VAN NESS,AVE,Van Ness - Civic Center,13150102,"LINESTRING (-122.42097 37.783348, -122.421036 37.783707, -122.421 37.783817)"
13150201.0,VAN NESS,AVE,Van Ness - Civic Center,13150201,"LINESTRING (-122.42081 37.78289, -122.42074 37.78299, -122.42082 37.783367)"
13151102.0,VAN NESS,AVE,Van Ness - Civic Center,13151102,"LINESTRING (-122.42116 37.78428, -122.42123 37.78463, -122.42118 37.784748)"
13151201.0,VAN NESS,AVE,Van Ness - Civic Center,13151201,"LINESTRING (-122.421 37.783817, -122.420944 37.783936, -122.421005 37.784298)"
13152102.0,VAN NESS,AVE,Van Ness - Civic Center,13152102,"LINESTRING (-122.42135 37.78521, -122.421425 37.78556, -122.42138 37.785683)"
13152101.0,VAN NESS,AVE,Van Ness - Civic Center,13152101,"LINESTRING (-122.42118 37.784748, -122.421265 37.78485, -122.42135 37.78521)"
13151202.0,VAN NESS,AVE,Van Ness - Civic Center,13151202,"LINESTRING (-122.421005 37.784298, -122.42109 37.78465, -122.42118 37.784748)"
13158101.0,VAN NESS,AVE,Pacific Heights,13158101,"LINESTRING (-122.42232 37.790363, -122.42244 37.790466, -122.422585 37.79118, -122.4225 37.791283)"
13161101.0,VAN NESS,AVE,Pacific Heights,13161101,"LINESTRING (-122.42286 37.793045, -122.42298 37.793125, -122.42312 37.793823, -122.423035 37.79393)"
13165101.0,VAN NESS,AVE,Pacific Heights,13165101,"LINESTRING (-122.42359 37.796684, -122.42371 37.79676, -122.42387 37.797504, -122.42378 37.79761)"
13168101.0,VAN NESS,AVE,Cow Hollow,13168101,"LINESTRING (-122.42416 37.79948, -122.42428 37.79956, -122.42443 37.80031, -122.42435 37.80041)"
13148101.0,VAN NESS,AVE,Van Ness - Civic Center,13148101,"LINESTRING (-122.420425 37.781025, -122.42054 37.78112, -122.42068 37.781845, -122.42062 37.781956)"
13171101.0,VAN NESS,AVE,Marina,13171101,"LINESTRING (-122.42472 37.802277, -122.42484 37.802357, -122.42499 37.8031, -122.424904 37.8032)"
13174101.0,VAN NESS,AVE,Marina,13174101,"LINESTRING (-122.425285 37.805073, -122.42541 37.805157, -122.42556 37.8059, -122.42546 37.805954)"
13144101.0,VAN NESS,AVE,Van Ness - Civic Center,13144101,"LINESTRING (-122.419495 37.776363, -122.41959 37.77645, -122.41974 37.777187, -122.41968 37.777294)"
13147101.0,VAN NESS,AVE,Van Ness - Civic Center,13147101,"LINESTRING (-122.420235 37.78007, -122.42033 37.780186, -122.42049 37.780903, -122.420425 37.781025)"
13149101.0,VAN NESS,AVE,Van Ness - Civic Center,13149101,"LINESTRING (-122.42062 37.781956, -122.42072 37.782047, -122.4208 37.782413)"
13151101.0,VAN NESS,AVE,Van Ness - Civic Center,13151101,"LINESTRING (-122.421 37.783817, -122.42108 37.78391, -122.42116 37.78428)"
13152201.0,VAN NESS,AVE,Van Ness - Civic Center,13152201,"LINESTRING (-122.42118 37.784748, -122.42112 37.78487, -122.4212 37.78523)"
13155101.0,VAN NESS,AVE,Van Ness - Civic Center,13155101,"LINESTRING (-122.421745 37.787544, -122.42187 37.787624, -122.42194 37.787994)"
13154202.0,VAN NESS,AVE,Van Ness - Civic Center,13154202,"LINESTRING (-122.42155 37.787083, -122.42162 37.787464, -122.421745 37.787544)"
13154102.0,VAN NESS,AVE,Van Ness - Civic Center,13154102,"LINESTRING (-122.42175 37.787056, -122.42183 37.787437, -122.421745 37.787544)"
13154101.0,VAN NESS,AVE,Van Ness - Civic Center,13154101,"LINESTRING (-122.421555 37.786613, -122.42168 37.786682, -122.42175 37.787056)"
13147201.0,VAN NESS,AVE,Van Ness - Civic Center,13147201,"LINESTRING (-122.420235 37.78007, -122.42016 37.78021, -122.42024 37.78057)"
13153202.0,VAN NESS,AVE,Van Ness - Civic Center,13153202,"LINESTRING (-122.421364 37.78616, -122.42143 37.786522, -122.421555 37.786613)"
13153201.0,VAN NESS,AVE,Van Ness - Civic Center,13153201,"LINESTRING (-122.42138 37.785683, -122.42129 37.78579, -122.421364 37.78616)"
13154201.0,VAN NESS,AVE,Van Ness - Civic Center,13154201,"LINESTRING (-122.421555 37.786613, -122.42147 37.78671, -122.42155 37.787083)"
13150202.0,VAN NESS,AVE,Van Ness - Civic Center,13150202,"LINESTRING (-122.42082 37.783367, -122.42089 37.78372, -122.421 37.783817)"
13153101.0,VAN NESS,AVE,Van Ness - Civic Center,13153101,"LINESTRING (-122.42138 37.785683, -122.42149 37.785763, -122.42164 37.7865, -122.421555 37.786613)"
15101000.0,VAN NESS,AVE,Marina,15101000,"LINESTRING (-122.42546 37.805954, -122.425476 37.806004, -122.42561 37.80645, -122.425766 37.80671, -122.42625 37.80718, -122.426476 37.807648, -122.4266 37.808147)"
13155102.0,VAN NESS,AVE,Van Ness - Civic Center,13155102,"LINESTRING (-122.42194 37.787994, -122.42202 37.78838, -122.421936 37.788486)"
13155201.0,VAN NESS,AVE,Van Ness - Civic Center,13155201,"LINESTRING (-122.421745 37.787544, -122.42166 37.78765, -122.42174 37.78802)"
13155202.0,VAN NESS,AVE,Van Ness - Civic Center,13155202,"LINESTRING (-122.42174 37.78802, -122.421814 37.788406, -122.421936 37.788486)"
13156102.0,VAN NESS,AVE,Van Ness - Civic Center,13156102,"LINESTRING (-122.422134 37.788937, -122.4222 37.7893, -122.42212 37.789406)"
13156201.0,VAN NESS,AVE,Van Ness - Civic Center,13156201,"LINESTRING (-122.421936 37.788486, -122.42185 37.78859, -122.42193 37.788963)"
13156202.0,VAN NESS,AVE,Van Ness - Civic Center,13156202,"LINESTRING (-122.42193 37.788963, -122.422 37.789326, -122.42212 37.789406)"
13157101.0,VAN NESS,AVE,Van Ness - Civic Center,13157101,"LINESTRING (-122.42212 37.789406, -122.42224 37.789486, -122.42239 37.790237, -122.42232 37.790363)"
13157201.0,VAN NESS,AVE,Van Ness - Civic Center,13157201,"LINESTRING (-122.42212 37.789406, -122.422035 37.789513, -122.42219 37.790264, -122.42232 37.790363)"
13158201.0,VAN NESS,AVE,Nob Hill,13158201,"LINESTRING (-122.42232 37.790363, -122.42223 37.790493, -122.42238 37.791203, -122.4225 37.791283)"
13159101.0,VAN NESS,AVE,Pacific Heights,13159101,"LINESTRING (-122.4225 37.791283, -122.42262 37.791363, -122.42277 37.792065, -122.42268 37.79217)"
13159201.0,VAN NESS,AVE,Nob Hill,13159201,"LINESTRING (-122.4225 37.791283, -122.42242 37.79139, -122.42256 37.79209, -122.42268 37.79217)"
13160101.0,VAN NESS,AVE,Pacific Heights,13160101,"LINESTRING (-122.42268 37.79217, -122.422806 37.79225, -122.42294 37.79294, -122.42286 37.793045)"
13160201.0,VAN NESS,AVE,Nob Hill,13160201,"LINESTRING (-122.42268 37.79217, -122.4226 37.792274, -122.42274 37.792965, -122.42286 37.793045)"
13161201.0,VAN NESS,AVE,Nob Hill,13161201,"LINESTRING (-122.42286 37.793045, -122.422775 37.79315, -122.42291 37.79385, -122.423035 37.79393)"
13162101.0,VAN NESS,AVE,Pacific Heights,13162101,"LINESTRING (-122.423035 37.79393, -122.42316 37.79401, -122.423294 37.794704, -122.42321 37.79481)"
13162201.0,VAN NESS,AVE,Nob Hill,13162201,"LINESTRING (-122.423035 37.79393, -122.42295 37.794037, -122.423096 37.79473, -122.42321 37.79481)"
13171201.0,VAN NESS,AVE,Russian Hill,13171201,"LINESTRING (-122.42472 37.802277, -122.42464 37.802383, -122.42479 37.803127, -122.424904 37.8032)"
13163101.0,VAN NESS,AVE,Pacific Heights,13163101,"LINESTRING (-122.42321 37.79481, -122.42333 37.79489, -122.42348 37.79561, -122.4234 37.79573)"
13163201.0,VAN NESS,AVE,Nob Hill,13163201,"LINESTRING (-122.42321 37.79481, -122.423134 37.794918, -122.42327 37.79563, -122.4234 37.79573)"
13164101.0,VAN NESS,AVE,Pacific Heights,13164101,"LINESTRING (-122.4234 37.79573, -122.42352 37.795834, -122.423676 37.796574, -122.42359 37.796684)"
13164201.0,VAN NESS,AVE,Russian Hill,13164201,"LINESTRING (-122.4234 37.79573, -122.42332 37.795856, -122.42347 37.7966, -122.42359 37.796684)"
13165201.0,VAN NESS,AVE,Russian Hill,13165201,"LINESTRING (-122.42359 37.796684, -122.42351 37.796787, -122.42366 37.79753, -122.42378 37.79761)"
13166101.0,VAN NESS,AVE,Pacific Heights,13166101,"LINESTRING (-122.42378 37.79761, -122.423904 37.79769, -122.42405 37.798443, -122.423965 37.798546)"
13166201.0,VAN NESS,AVE,Russian Hill,13166201,"LINESTRING (-122.42378 37.79761, -122.4237 37.797718, -122.42385 37.798466, -122.423965 37.798546)"
13167101.0,VAN NESS,AVE,Cow Hollow,13167101,"LINESTRING (-122.423965 37.798546, -122.42409 37.798626, -122.42424 37.799374, -122.42416 37.79948)"
13167201.0,VAN NESS,AVE,Russian Hill,13167201,"LINESTRING (-122.423965 37.798546, -122.42388 37.798653, -122.424034 37.7994, -122.42416 37.79948)"
13168201.0,VAN NESS,AVE,Russian Hill,13168201,"LINESTRING (-122.42416 37.79948, -122.42407 37.799587, -122.424225 37.800335, -122.42435 37.80041)"
13169101.0,VAN NESS,AVE,Cow Hollow,13169101,"LINESTRING (-122.42435 37.80041, -122.42447 37.80049, -122.42461 37.801197, -122.42452 37.8013)"
13169201.0,VAN NESS,AVE,Russian Hill,13169201,"LINESTRING (-122.42435 37.80041, -122.42426 37.800518, -122.42441 37.801224, -122.42452 37.8013)"
13170101.0,VAN NESS,AVE,Marina,13170101,"LINESTRING (-122.42452 37.8013, -122.42465 37.801422, -122.424805 37.80217, -122.42472 37.802277)"
13170201.0,VAN NESS,AVE,Russian Hill,13170201,"LINESTRING (-122.42452 37.8013, -122.424446 37.80145, -122.4246 37.802197, -122.42472 37.802277)"
13172101.0,VAN NESS,AVE,Marina,13172101,"LINESTRING (-122.424904 37.8032, -122.425026 37.803288, -122.42518 37.804024, -122.425095 37.804142)"
13172201.0,VAN NESS,AVE,Russian Hill,13172201,"LINESTRING (-122.424904 37.8032, -122.42482 37.803314, -122.42497 37.804058, -122.425095 37.804142)"
13152202.0,VAN NESS,AVE,Van Ness - Civic Center,13152202,"LINESTRING (-122.4212 37.78523, -122.42129 37.785587, -122.42138 37.785683)"
